CourseID,YearMonth,EnrollmentCount,TotalRevenue,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,TeacherRating,YearsOfExperience,Expertise,PriceBand,DurationBucket,RatingTier,ExperienceBucket,ExpertiseMatchScore
CR00006,2025-12,12,3316.44,Design,Paid,Advanced,276.37,48.84,2.72,4.254166666666666,16.5,Machine Learning,Medium,VeryLong,Average,Expert,0.3333333333333333
CR00007,2025-01,10,0.0,Design,Free,Advanced,0.0,48.68,2.61,4.125,15.8,Design,Free,VeryLong,Average,Junior,0.4
CR00007,2025-02,6,0.0,Design,Free,Advanced,0.0,48.68,2.61,3.7416666666666667,16.333333333333332,Cybersecurity,Free,VeryLong,Average,Expert,0.3333333333333333
CR00007,2025-03,11,0.0,Design,Free,Advanced,0.0,48.68,2.61,3.9109090909090907,15.090909090909092,Machine Learning,Free,VeryLong,Average,Expert,0.2727272727272727
CR00007,2025-04,20,0.0,Design,Free,Advanced,0.0,48.68,2.61,4.0805,17.8,Cybersecurity,Free,VeryLong,Average,Expert,0.15
CR00007,2025-05,11,0.0,Design,Free,Advanced,0.0,48.68,2.61,3.7118181818181815,14.818181818181818,Machine Learning,Free,VeryLong,Average,Expert,0.36363636363636365
CR00007,2025-06,20,0.0,Design,Free,Advanced,0.0,48.68,2.61,3.5045,12.3,Cybersecurity,Free,VeryLong,Average,Expert,0.65
CR00007,2025-07,18,0.0,Design,Free,Advanced,0.0,48.68,2.61,3.8655555555555554,15.722222222222221,Cybersecurity,Free,VeryLong,Average,Expert,0.3888888888888889
CR00007,2025-08,13,0.0,Design,Free,Advanced,0.0,48.68,2.61,3.457692307692308,12.153846153846153,Machine Learning,Free,VeryLong,Average,Expert,0.46153846153846156
CR00007,2025-09,20,0.0,Design,Free,Advanced,0.0,48.68,2.61,4.3595,18.8,Cybersecurity,Free,VeryLong,Average,Expert,0.25
CR00007,2025-10,18,0.0,Design,Free,Advanced,0.0,48.68,2.61,3.960555555555556,16.666666666666668,Cybersecurity,Free,VeryLong,Average,Expert,0.2777777777777778
CR00007,2025-11,12,0.0,Design,Free,Advanced,0.0,48.68,2.61,3.525,13.75,Cybersecurity,Free,VeryLong,Average,Expert,0.5833333333333334
CR00007,2025-12,19,0.0,Design,Free,Advanced,0.0,48.68,2.61,4.496842105263158,20.157894736842106,Machine Learning,Free,VeryLong,Average,Expert,0.10526315789473684
CR00008,2025-01,6,0.0,Design,Free,Advanced,0.0,2.87,1.52,3.9966666666666666,15.833333333333334,Machine Learning,Free,Short,Poor,Expert,0.5
CR00008,2025-02,14,0.0,Design,Free,Advanced,0.0,2.87,1.52,3.7607142857142857,14.0,Machine Learning,Free,Short,Poor,Expert,0.42857142857142855
CR00008,2025-03,12,0.0,Design,Free,Advanced,0.0,2.87,1.52,3.4599999999999995,11.0,Machine Learning,Free,Short,Poor,Expert,0.5
CR00008,2025-04,13,0.0,Design,Free,Advanced,0.0,2.87,1.52,3.715384615384615,14.0,Cybersecurity,Free,Short,Poor,Expert,0.5384615384615384
CR00008,2025-05,15,0.0,Design,Free,Advanced,0.0,2.87,1.52,3.989333333333333,16.266666666666666,Machine Learning,Free,Short,Poor,Expert,0.2
CR00008,2025-06,13,0.0,Design,Free,Advanced,0.0,2.87,1.52,3.7553846153846155,15.76923076923077,Machine Learning,Free,Short,Poor,Expert,0.3076923076923077
CR00008,2025-07,17,0.0,Design,Free,Advanced,0.0,2.87,1.52,4.444705882352942,19.11764705882353,Machine Learning,Free,Short,Poor,Expert,0.17647058823529413
CR00008,2025-08,12,0.0,Design,Free,Advanced,0.0,2.87,1.52,4.42,19.083333333333332,Cybersecurity,Free,Short,Poor,Expert,0.25
CR00008,2025-09,12,0.0,Design,Free,Advanced,0.0,2.87,1.52,4.166666666666667,17.25,Machine Learning,Free,Short,Poor,Expert,0.3333333333333333
CR00008,2025-10,13,0.0,Design,Free,Advanced,0.0,2.87,1.52,3.9953846153846153,17.384615384615383,Machine Learning,Free,Short,Poor,Expert,0.3076923076923077
CR00008,2025-11,17,0.0,Design,Free,Advanced,0.0,2.87,1.52,3.8670588235294114,15.705882352941176,Machine Learning,Free,Short,Poor,Expert,0.29411764705882354
CR00008,2025-12,14,0.0,Design,Free,Advanced,0.0,2.87,1.52,4.319285714285714,19.428571428571427,Cybersecurity,Free,Short,Poor,Expert,0.2857142857142857
CR00009,2025-01,10,0.0,Design,Free,Beginner,0.0,48.19,4.51,3.5060000000000002,11.8,Machine Learning,Free,VeryLong,Excellent,Expert,0.6
CR00009,2025-02,18,0.0,Design,Free,Beginner,0.0,48.19,4.51,3.8716666666666666,14.5,Artificial Intelligence,Free,VeryLong,Excellent,Junior,0.4444444444444444
CR00009,2025-03,12,0.0,Design,Free,Beginner,0.0,48.19,4.51,3.485,14.0,Machine Learning,Free,VeryLong,Excellent,Expert,0.3333333333333333
CR00009,2025-04,10,0.0,Design,Free,Beginner,0.0,48.19,4.51,4.41,18.6,Machine Learning,Free,VeryLong,Excellent,Expert,0.1
CR00009,2025-05,11,0.0,Design,Free,Beginner,0.0,48.19,4.51,4.335454545454545,16.636363636363637,Machine Learning,Free,VeryLong,Excellent,Expert,0.2727272727272727
CR00009,2025-06,17,0.0,Design,Free,Beginner,0.0,48.19,4.51,3.8717647058823523,14.470588235294118,Machine Learning,Free,VeryLong,Excellent,Expert,0.17647058823529413
CR00009,2025-07,17,0.0,Design,Free,Beginner,0.0,48.19,4.51,3.705294117647059,13.0,Digital Marketing,Free,VeryLong,Excellent,Mid,0.5294117647058824
CR00009,2025-08,15,0.0,Design,Free,Beginner,0.0,48.19,4.51,3.8513333333333333,17.0,Machine Learning,Free,VeryLong,Excellent,Expert,0.26666666666666666
CR00009,2025-09,11,0.0,Design,Free,Beginner,0.0,48.19,4.51,4.454545454545454,19.727272727272727,Machine Learning,Free,VeryLong,Excellent,Expert,0.18181818181818182
CR00009,2025-10,12,0.0,Design,Free,Beginner,0.0,48.19,4.51,4.33,16.333333333333332,Machine Learning,Free,VeryLong,Excellent,Expert,0.4166666666666667
CR00009,2025-11,6,0.0,Design,Free,Beginner,0.0,48.19,4.51,3.955,17.833333333333332,Cybersecurity,Free,VeryLong,Excellent,Expert,0.16666666666666666
CR00009,2025-12,16,0.0,Design,Free,Beginner,0.0,48.19,4.51,3.974375,14.1875,Cybersecurity,Free,VeryLong,Excellent,Expert,0.5625
CR00010,2025-01,12,0.0,Design,Free,Advanced,0.0,15.29,4.45,3.936666666666667,16.0,Cybersecurity,Free,Medium,Excellent,Expert,0.4166666666666667
CR00010,2025-02,9,0.0,Design,Free,Advanced,0.0,15.29,4.45,3.756666666666667,14.0,Machine Learning,Free,Medium,Excellent,Expert,0.4444444444444444
CR00010,2025-03,13,0.0,Design,Free,Advanced,0.0,15.29,4.45,4.306153846153846,16.53846153846154,Cybersecurity,Free,Medium,Excellent,Expert,0.46153846153846156
CR00010,2025-04,20,0.0,Design,Free,Advanced,0.0,15.29,4.45,4.181,16.8,Machine Learning,Free,Medium,Excellent,Expert,0.3
CR00010,2025-05,14,0.0,Design,Free,Advanced,0.0,15.29,4.45,3.406428571428571,13.571428571428571,Cybersecurity,Free,Medium,Excellent,Expert,0.5
CR00010,2025-06,19,0.0,Design,Free,Advanced,0.0,15.29,4.45,3.8973684210526316,15.789473684210526,Cybersecurity,Free,Medium,Excellent,Expert,0.3157894736842105
CR00010,2025-07,17,0.0,Design,Free,Advanced,0.0,15.29,4.45,4.533529411764706,19.823529411764707,Machine Learning,Free,Medium,Excellent,Expert,0.17647058823529413
CR00010,2025-08,9,0.0,Design,Free,Advanced,0.0,15.29,4.45,3.8144444444444443,14.11111111111111,Machine Learning,Free,Medium,Excellent,Expert,0.2222222222222222
CR00010,2025-09,17,0.0,Design,Free,Advanced,0.0,15.29,4.45,3.5541176470588236,14.352941176470589,Cybersecurity,Free,Medium,Excellent,Expert,0.29411764705882354
CR00010,2025-10,10,0.0,Design,Free,Advanced,0.0,15.29,4.45,3.9899999999999998,16.8,Cybersecurity,Free,Medium,Excellent,Expert,0.4
CR00010,2025-11,23,0.0,Design,Free,Advanced,0.0,15.29,4.45,4.03304347826087,16.043478260869566,Cybersecurity,Free,Medium,Excellent,Expert,0.30434782608695654
CR00010,2025-12,17,0.0,Design,Free,Advanced,0.0,15.29,4.45,4.270588235294118,16.764705882352942,Machine Learning,Free,Medium,Excellent,Expert,0.17647058823529413
CR00011,2025-01,14,4564.28,Business,Paid,Intermediate,326.02,11.31,2.69,4.054285714285714,16.214285714285715,Machine Learning,Medium,Medium,Average,Expert,0.21428571428571427
CR00011,2025-02,14,4564.28,Business,Paid,Intermediate,326.02,11.31,2.69,4.364285714285715,18.214285714285715,Machine Learning,Medium,Medium,Average,Expert,0.07142857142857142
CR00011,2025-03,9,2934.18,Business,Paid,Intermediate,326.02,11.31,2.69,4.13,16.22222222222222,Cybersecurity,Medium,Medium,Average,Expert,0.1111111111111111
CR00011,2025-04,16,5216.32,Business,Paid,Intermediate,326.02,11.31,2.69,4.16,18.25,Cybersecurity,Medium,Medium,Average,Expert,0.125
CR00011,2025-05,11,3586.22,Business,Paid,Intermediate,326.02,11.31,2.69,3.8018181818181818,17.454545454545453,Cybersecurity,Medium,Medium,Average,Expert,0.36363636363636365
CR00011,2025-06,11,3586.22,Business,Paid,Intermediate,326.02,11.31,2.69,3.338181818181818,14.181818181818182,Business,Medium,Medium,Average,Junior,0.36363636363636365
CR00011,2025-07,18,5868.36,Business,Paid,Intermediate,326.02,11.31,2.69,4.091111111111111,17.333333333333332,Machine Learning,Medium,Medium,Average,Expert,0.2222222222222222
CR00011,2025-08,6,1956.12,Business,Paid,Intermediate,326.02,11.31,2.69,3.0233333333333334,13.0,Cybersecurity,Medium,Medium,Average,Expert,0.6666666666666666
CR00011,2025-09,12,3912.24,Business,Paid,Intermediate,326.02,11.31,2.69,3.8991666666666664,17.75,Machine Learning,Medium,Medium,Average,Expert,0.3333333333333333
CR00011,2025-10,16,5216.32,Business,Paid,Intermediate,326.02,11.31,2.69,4.145625,15.8125,Cybersecurity,Medium,Medium,Average,Expert,0.25
CR00011,2025-11,12,3912.24,Business,Paid,Intermediate,326.02,11.31,2.69,3.5833333333333335,14.0,Machine Learning,Medium,Medium,Average,Expert,0.3333333333333333
CR00011,2025-12,12,3912.24,Business,Paid,Intermediate,326.02,11.31,2.69,4.009166666666666,17.0,Machine Learning,Medium,Medium,Average,Expert,0.25
CR00012,2025-01,20,9758.4,Business,Paid,Advanced,487.92,36.01,3.64,4.131,16.5,Machine Learning,Medium,Long,Good,Expert,0.2
CR00012,2025-02,10,4879.2,Business,Paid,Advanced,487.92,36.01,3.64,4.4399999999999995,18.3,Machine Learning,Medium,Long,Good,Expert,0.1
CR00012,2025-03,21,10246.32,Business,Paid,Advanced,487.92,36.01,3.64,4.059047619047619,17.714285714285715,Machine Learning,Medium,Long,Good,Expert,0.19047619047619047
CR00012,2025-04,15,7318.8,Business,Paid,Advanced,487.92,36.01,3.64,3.820666666666667,14.666666666666666,Cybersecurity,Medium,Long,Good,Expert,0.2
CR00012,2025-05,6,2927.52,Business,Paid,Advanced,487.92,36.01,3.64,4.623333333333334,17.833333333333332,Machine Learning,Medium,Long,Good,Expert,0.0
CR00012,2025-06,14,6830.88,Business,Paid,Advanced,487.92,36.01,3.64,3.6585714285714284,14.142857142857142,Machine Learning,Medium,Long,Good,Expert,0.35714285714285715
CR00012,2025-07,18,8782.56,Business,Paid,Advanced,487.92,36.01,3.64,3.897777777777778,17.5,Machine Learning,Medium,Long,Good,Expert,0.16666666666666666
CR00012,2025-08,11,5367.12,Business,Paid,Advanced,487.92,36.01,3.64,3.161818181818182,13.636363636363637,Business,Medium,Long,Good,Senior,0.5454545454545454
CR00012,2025-09,15,7318.8,Business,Paid,Advanced,487.92,36.01,3.64,3.6540000000000004,13.666666666666666,Business,Medium,Long,Good,Senior,0.26666666666666666
CR00012,2025-10,20,9758.4,Business,Paid,Advanced,487.92,36.01,3.64,3.9135,15.9,Cybersecurity,Medium,Long,Good,Expert,0.35
CR00012,2025-11,11,5367.12,Business,Paid,Advanced,487.92,36.01,3.64,3.4481818181818182,13.909090909090908,Machine Learning,Medium,Long,Good,Expert,0.5454545454545454
CR00012,2025-12,12,5855.04,Business,Paid,Advanced,487.92,36.01,3.64,4.3175,18.833333333333332,Cybersecurity,Medium,Long,Good,Expert,0.25
CR00013,2025-01,20,0.0,Business,Free,Advanced,0.0,15.84,2.0,3.9924999999999997,15.25,Cybersecurity,Free,Medium,Poor,Expert,0.2
CR00013,2025-02,12,0.0,Business,Free,Advanced,0.0,15.84,2.0,4.109166666666666,16.5,Machine Learning,Free,Medium,Poor,Expert,0.25
CR00013,2025-03,23,0.0,Business,Free,Advanced,0.0,15.84,2.0,3.676086956521739,15.0,Cybersecurity,Free,Medium,Poor,Expert,0.34782608695652173
CR00013,2025-04,18,0.0,Business,Free,Advanced,0.0,15.84,2.0,3.026111111111111,12.722222222222221,Machine Learning,Free,Medium,Poor,Expert,0.4444444444444444
CR00013,2025-05,10,0.0,Business,Free,Advanced,0.0,15.84,2.0,3.411,14.4,Machine Learning,Free,Medium,Poor,Expert,0.5
CR00013,2025-06,13,0.0,Business,Free,Advanced,0.0,15.84,2.0,3.9600000000000004,15.692307692307692,Cybersecurity,Free,Medium,Poor,Expert,0.23076923076923078
CR00013,2025-07,14,0.0,Business,Free,Advanced,0.0,15.84,2.0,4.4,18.357142857142858,Machine Learning,Free,Medium,Poor,Expert,0.21428571428571427
CR00013,2025-08,12,0.0,Business,Free,Advanced,0.0,15.84,2.0,4.06,17.0,Machine Learning,Free,Medium,Poor,Expert,0.25
CR00013,2025-09,9,0.0,Business,Free,Advanced,0.0,15.84,2.0,3.285555555555556,9.0,Business,Free,Medium,Poor,Junior,0.3333333333333333
CR00013,2025-10,10,0.0,Business,Free,Advanced,0.0,15.84,2.0,3.739,15.7,Business,Free,Medium,Poor,Junior,0.2
CR00013,2025-11,14,0.0,Business,Free,Advanced,0.0,15.84,2.0,4.619999999999999,20.785714285714285,Machine Learning,Free,Medium,Poor,Expert,0.07142857142857142
CR00013,2025-12,15,0.0,Business,Free,Advanced,0.0,15.84,2.0,4.193333333333333,19.6,Cybersecurity,Free,Medium,Poor,Expert,0.26666666666666666
CR00014,2025-01,15,0.0,Business,Free,Advanced,0.0,22.29,3.15,4.506666666666666,20.0,Machine Learning,Free,Long,Good,Expert,0.06666666666666667
CR00014,2025-02,14,0.0,Business,Free,Advanced,0.0,22.29,3.15,4.172857142857143,17.142857142857142,Cybersecurity,Free,Long,Good,Expert,0.14285714285714285
CR00014,2025-03,17,0.0,Business,Free,Advanced,0.0,22.29,3.15,3.9411764705882355,15.882352941176471,Cybersecurity,Free,Long,Good,Expert,0.23529411764705882
CR00014,2025-04,12,0.0,Business,Free,Advanced,0.0,22.29,3.15,2.638333333333333,11.083333333333334,Cybersecurity,Free,Long,Good,Expert,0.5833333333333334
CR00014,2025-05,14,0.0,Business,Free,Advanced,0.0,22.29,3.15,4.511428571428572,18.357142857142858,Machine Learning,Free,Long,Good,Expert,0.14285714285714285
CR00014,2025-06,15,0.0,Business,Free,Advanced,0.0,22.29,3.15,3.7333333333333334,15.6,Cybersecurity,Free,Long,Good,Expert,0.3333333333333333
CR00014,2025-07,8,0.0,Business,Free,Advanced,0.0,22.29,3.15,3.425,13.5,Machine Learning,Free,Long,Good,Expert,0.5
CR00014,2025-08,14,0.0,Business,Free,Advanced,0.0,22.29,3.15,2.732142857142857,10.5,Cybersecurity,Free,Long,Good,Expert,0.5
